Model,Brake Horsepower (BHP),Torque (Nm),Fuel Consumption (L/100km),CO2 Emissions (g/km),NOx Emissions (g/km),RPM (Revolutions Per Minute),Load Percentage,Coolant Temperature (°C),Oil Temperature (°C),Oil Pressure (kPa),Intake Manifold Pressure (kPa),Exhaust Back Pressure (kPa),Vibration Levels,Noise Levels (dB)
Volvo FH 520,156.2864013,2987.128929,4.686134373,444.4060663,0.457295087,2237.538506,22.22647517,94.03002128,79.20500929,221.254895,93.05992703,13.53052353,0.604150401,70.17027399
Ashok Leyland 2518,236.9804867,1605.595044,4.832605892,441.191975,1.917565855,1853.507632,92.71325158,96.67189788,78.35692722,379.683104,114.0208705,32.96595027,0.678995687,75.02988731
Ashok Leyland 2518,353.0279665,2492.809033,9.72333579,166.8685605,2.84499964,1446.979319,17.20325934,87.06854087,90.14883404,271.5245025,114.4819992,47.68927724,0.418047057,86.84072876
Ashok Leyland 2518,175.8761162,2666.34095,11.79349508,359.0752015,1.750343823,2342.453831,46.86350454,98.57514045,75.76026063,394.2940856,95.35604858,16.30834976,0.202988793,74.33904736
Volvo FH 520,329.6408121,1858.229663,7.794131359,130.6340379,3.574951823,1086.75064,84.41410421,84.78466375,98.05480789,308.9681961,124.03735,48.62007048,0.729552247,87.26541724
Volvo FH 520,172.4000779,1207.023608,6.940438284,481.4478194,4.310373456,2482.702837,39.34768834,96.2606313,62.11326055,307.1913499,108.681082,12.8382324,0.719127939,81.83178645
Mahindra Blazo X 35,364.6059519,1492.505384,5.744209576,261.6956312,3.413837691,1845.304425,24.97456137,94.53634249,93.97830875,220.052427,53.80131445,12.20142057,0.381246565,79.99263002
Volvo FH 520,453.1191104,2409.116057,12.57254163,229.6356534,3.039462731,1082.037803,39.8445653,99.99798268,117.294105,290.7607664,50.50732616,28.16939421,0.369247551,83.42370518
Volvo FH 520,485.9937372,1040.695574,13.66859079,381.7216884,1.813788279,1558.55617,64.59749299,82.97865714,70.59865781,208.4997691,115.9111903,44.29141849,0.48533555,71.24182038
Eicher Pro 6025,215.2553427,2298.052498,15.06866354,119.6868938,4.351660563,1478.245968,19.93362422,87.7608012,118.4622378,290.5601232,149.6219929,27.63377613,0.852389769,83.82973343
Ashok Leyland 2518,220.7664618,2869.295593,18.57371213,193.4870413,0.538844708,1705.113622,21.56899175,97.92672715,73.32234155,353.3996565,64.78825872,41.2652476,0.819511202,72.48356283
Eicher Pro 6025,169.2653874,1637.466215,11.02547491,334.336154,4.494566071,1307.724999,66.27707577,97.38024703,80.79307587,292.0770751,87.75774736,36.21810547,0.2885892,76.15880973
Tata 407,350.8310831,1293.346899,8.415382297,462.2535716,0.974249158,1503.641411,70.1054944,81.62507122,118.9076757,222.9183296,131.5984355,42.1508274,0.916368576,76.05473055
Tata 407,442.5783181,2529.034278,11.86543752,223.3996143,0.892263535,1364.443227,30.38773746,89.13554887,77.17279255,310.1985379,68.64344319,22.38088905,0.844903631,76.02873307
Eicher Pro 6025,255.1125822,2305.285644,14.32746676,435.6245502,4.131560586,1268.972239,59.51518171,82.65991034,70.19919399,396.320146,122.4052399,18.72969793,0.705723534,85.83472001
Tata 407,155.1910573,1489.338621,10.38037137,190.5593744,3.624240388,1304.523894,11.79309481,81.89245649,104.9596887,337.7231333,123.9515692,37.09827147,0.81003107,86.35097219
Mahindra Blazo X 35,391.5967521,2255.881374,12.61354543,288.2628872,3.240622176,2456.089979,31.49470743,93.70510063,67.35514948,290.5175347,126.1535639,14.07374909,0.743711977,79.38424437
Tata 407,496.490379,2368.290215,12.89494344,235.1525666,2.244226272,1203.813938,69.68049531,83.35292543,93.75071716,395.1975475,128.1292786,40.01073395,0.574710791,80.55960861
Eicher Pro 6025,301.2297733,1258.510313,6.760533134,148.1084172,4.949802014,1016.551995,70.97278375,88.47257906,71.68295693,375.2878271,125.103174,46.58274735,0.953074055,88.68953374
Mahindra Blazo X 35,293.9594828,2343.301774,6.358639288,440.6980734,4.791943481,2312.482749,69.91375558,88.89046382,80.25546301,366.83235,72.20465045,14.99689815,0.740387377,88.85387348
Tata 407,347.2638664,2440.1199,10.49550889,255.5530817,4.008631139,1956.431587,65.90274915,92.07929207,111.2888886,255.3685257,109.4423864,31.24321114,0.90228559,83.22165198
Ashok Leyland 2518,471.974821,1814.097572,9.564917747,265.0031481,0.264996946,2444.121328,69.2924962,98.92549191,64.54331517,293.9246448,80.49742787,40.05330718,0.450108521,88.34210411
Mahindra Blazo X 35,395.2618621,1446.054645,10.89002007,109.5325083,1.103826747,1314.665589,13.34030242,85.0034445,88.68666117,248.0667202,131.1257312,36.57787339,0.942919323,88.31137357
Eicher Pro 6025,365.774097,2772.863324,8.803257762,112.3536279,4.049450893,1215.971344,70.03283283,99.52533484,96.26962561,393.5793643,91.52149428,12.62328106,0.806622586,77.02711958
Ashok Leyland 2518,281.6832019,1296.674832,5.698497939,361.9474231,1.536220001,2149.247965,96.78451872,95.3337925,78.1416377,378.9003805,149.4457317,40.02034754,0.494822181,70.0331907
Mahindra Blazo X 35,345.9407232,2675.358292,19.52740008,117.2847587,1.965480077,2156.886985,23.02834609,85.50117926,98.26599643,348.6292264,146.422804,42.38451254,0.671473355,81.70334509
Eicher Pro 6025,429.9263257,1924.03549,19.70477862,371.919659,4.150297827,1326.502246,18.52776761,84.47028226,96.39513309,310.5163938,135.5251103,10.37221895,0.790110195,88.90494676
Tata 407,379.1196424,1616.969815,19.20011003,169.9279441,4.373398497,1385.017874,10.2469208,92.32660453,98.29605352,384.3870364,106.849298,49.21087484,0.509669393,71.81084134
Volvo FH 520,178.9075443,2101.117242,9.024082975,205.7069428,0.976543466,1533.015786,52.70919882,89.35690889,117.7822205,313.751928,50.95828587,33.27918085,0.373542431,86.78735005
Mahindra Blazo X 35,436.7831132,1977.711863,19.99009536,218.2083453,3.044702936,1613.549825,86.9611139,88.71982564,64.06961114,231.7994649,76.26136041,40.13381382,0.921412344,79.80803972
Eicher Pro 6025,327.3260045,1662.994257,5.062754978,351.1751626,3.189630767,1983.456776,60.88858077,83.91315609,98.4265797,255.5464536,131.6807127,32.79621824,0.701644143,85.70127752
Ashok Leyland 2518,303.7050577,1678.875873,9.144592815,265.9364954,4.068696974,1677.21491,59.63953339,92.31917402,113.8024709,218.5015282,96.59232221,40.94542096,0.842415417,85.85602017
Tata 407,246.1284695,2928.172335,5.296006923,292.8721879,0.23895329,1942.104906,50.29488161,82.20456734,84.11791342,318.7643728,58.84393563,32.62774025,0.671860483,80.71067761
Tata 407,173.0094819,1153.196614,7.575966237,327.0989831,3.559128954,1216.207209,61.74914121,86.68735714,82.97791048,326.7456749,123.4721933,38.77139351,0.434156024,87.2627627
Mahindra Blazo X 35,193.7821192,2101.869161,10.70490412,266.1055421,4.930392753,1489.077626,37.49079928,84.45588853,82.05489427,369.6332412,87.13930901,32.39698041,0.2022743,83.71079435
Eicher Pro 6025,259.2658222,2950.164935,7.062844781,180.721672,1.784922998,1927.837142,69.75850343,98.03354627,104.9565528,351.5907708,107.7820777,36.41318979,0.700142857,89.62771425
Ashok Leyland 2518,442.1390183,2993.526293,4.316878742,110.8829027,2.407767596,2495.041462,87.62321683,99.79518783,115.5236131,211.2478281,124.1004964,16.19787476,0.449157106,70.31649969
Eicher Pro 6025,440.0861233,2798.377966,17.8938745,219.1163886,1.757253566,1199.786935,37.60251088,99.10163028,77.11572962,382.4133151,117.8606707,15.78689668,0.636756755,72.7552861
Volvo FH 520,280.5130735,2833.868284,9.1159504,284.2737753,3.025797973,1465.023977,37.10499303,88.8075156,114.8938654,345.2446509,68.53782662,28.77419864,0.49288773,79.48658035
Mahindra Blazo X 35,235.3857586,2575.940246,17.33894344,412.367221,3.796550632,1351.043412,96.05734686,85.10530784,71.43694184,321.2305906,63.24952066,15.29400709,0.632390223,70.33080952
Volvo FH 520,286.6388691,1361.015241,14.27961549,256.3025237,0.286330003,1017.058818,26.72862518,97.38245632,88.67187926,239.2163681,118.1456595,21.22984354,0.669860914,82.48982528
Mahindra Blazo X 35,409.6750577,1232.067721,8.128658822,417.2652037,4.252422871,1292.88548,88.0234883,81.73548884,118.0010537,375.1768398,81.52599174,11.8817031,0.258083982,83.31375812
Ashok Leyland 2518,375.9393406,1187.087042,7.561192436,142.9647107,2.980194356,1169.283111,76.6620938,85.37986295,78.96306207,311.6975996,64.9685466,24.36166736,0.320926165,77.50219801
Tata 407,349.972283,1910.116548,9.241593394,104.9919799,0.209467746,1808.1191,59.76197528,96.30655634,74.97101943,253.2543469,103.0335144,32.61315853,0.528352072,70.89870175
Eicher Pro 6025,446.7126859,2471.356985,18.46923863,423.0652892,1.762975247,1051.294059,60.47941909,82.99507142,97.79735678,311.8990706,82.82679953,27.28933762,0.749436383,72.10212216
Tata 407,174.7304607,2504.003858,18.24297424,437.1204084,1.424290504,1024.418573,65.27774125,86.02729093,93.69751779,339.3739885,65.95756856,36.51984023,0.986387154,81.59059486
Tata 407,396.5828271,1050.359279,17.41801836,262.9962313,1.012608162,1537.124678,24.4271988,84.71370762,84.3565383,336.4792865,118.605689,42.51827134,0.688362195,70.31923246
Eicher Pro 6025,312.2142413,1184.215787,15.70955438,240.1391919,0.433444943,2128.550537,33.4005934,83.22891146,110.7903296,255.0946523,75.93197202,20.54860774,0.800214908,87.171555
Volvo FH 520,349.9372329,2692.325043,11.69792861,328.0656455,0.567852435,1644.763447,71.50413713,83.02402761,88.62895806,364.3927192,145.6655322,13.27511766,0.702700405,84.13402455
Tata 407,461.293927,2260.773812,13.67657547,409.9722465,2.404359875,1717.206138,43.70498493,99.04070183,94.5083005,289.9136908,73.81659071,31.46073361,0.457934653,73.77939089
Volvo FH 520,344.8085419,2808.648017,14.6945601,255.8941233,2.02452492,1698.526732,43.44237952,91.65482902,90.32965449,249.8758166,81.24899666,28.6952087,0.651484939,86.8334763
Ashok Leyland 2518,236.6693357,2179.007676,10.77843882,495.5245794,0.264223753,1162.999261,63.29177726,93.61385507,111.3415849,283.2982717,105.8568011,20.41763403,0.87637448,70.78729748
Ashok Leyland 2518,221.0027927,2535.905826,19.91622604,237.5172422,2.565241091,1988.860156,29.18058166,92.10018152,103.7383432,323.2150863,69.29726776,26.17972601,0.902078905,82.1899155
Ashok Leyland 2518,160.3906076,2734.790436,7.148524984,217.538812,4.953745836,2343.289322,44.27171784,88.82196555,65.12015112,378.6167861,110.2616808,34.77651431,0.454148327,72.37281007
Volvo FH 520,180.2435669,2333.221956,11.93435057,407.4636734,2.707277216,1532.428611,30.4889571,98.58355778,83.84851927,258.00013,140.04406,24.40935656,0.658958973,87.61102409
Eicher Pro 6025,371.2376273,1724.577188,5.121429349,379.9302312,2.767803507,1229.256623,47.38520893,99.79548511,119.1799001,393.531637,105.8301435,46.56055851,0.840813542,73.67626032
Mahindra Blazo X 35,395.5818908,2285.552228,10.22759109,252.2703448,4.867074942,1197.746064,85.62868468,98.82390317,81.53841072,294.631959,128.3893967,32.39718447,0.986051949,70.86770119
Eicher Pro 6025,352.7355183,1337.954066,11.74016244,396.6746807,4.068875159,1948.622607,15.89898986,84.92700204,78.83286145,258.4359215,146.4497255,34.13117946,0.303858985,81.31949415
Ashok Leyland 2518,369.6833306,1596.87998,12.83719019,323.4155419,3.024853631,1295.831842,53.3772385,93.59500627,60.00322192,370.9687238,107.8619057,16.40440903,0.125327851,70.55728734
Eicher Pro 6025,372.3840392,2496.675826,13.99361418,182.3777644,2.395879583,1056.536574,72.99444997,91.17152761,111.7010031,281.0301195,125.4969397,40.14842162,0.250700685,84.61110706
Ashok Leyland 2518,425.6840065,1027.85528,13.32971153,372.8035401,2.278482831,1591.303758,87.53154691,94.77348873,84.13390877,264.0332109,53.05526139,17.20610915,0.959772654,77.98576418
Eicher Pro 6025,421.3971835,1138.48935,14.81389102,210.2883784,3.440241444,1565.236736,12.3984532,93.35060543,114.1333988,218.8845233,143.2253015,32.36621388,0.376725708,82.728412
Ashok Leyland 2518,455.69379,2351.667733,7.464262933,327.8405966,2.698422049,1447.232052,12.05679702,95.29602964,98.83188061,282.1526682,94.15397411,19.79698961,0.259706347,79.82011537
Eicher Pro 6025,319.6795196,1345.972583,15.51575832,355.5808443,0.166610395,2240.740835,51.16099111,85.58195525,68.49017565,279.9774587,91.71295582,11.56143356,0.961016439,78.16464562
Tata 407,344.904604,1547.714247,8.627932542,371.430807,1.907868397,2158.446725,76.8386143,87.87329405,82.92314179,392.7509461,148.3461972,25.87332425,0.388146266,89.64772916
Eicher Pro 6025,284.0315457,1219.809493,13.41880492,243.2609517,0.562458688,1860.314588,47.26467847,85.82897867,98.66978115,386.7410477,66.69983216,40.98237957,0.794718581,76.67490674
Tata 407,468.2089056,1590.385339,11.26215511,180.3980657,1.008687514,1920.421884,75.10630651,86.33177348,105.1491771,226.4662774,99.30068486,44.76085334,0.559230085,86.98131642
Eicher Pro 6025,411.3311923,1645.081115,11.38623223,372.0939489,2.571443774,1534.292505,10.80948111,91.33267366,108.6059156,380.6774205,142.3391437,49.12974187,0.508056568,89.72619038
Mahindra Blazo X 35,153.1772939,1369.064236,8.577324713,283.8673925,0.162953474,2223.761362,14.08887886,89.37708709,116.2213683,212.3603113,126.7073231,47.33419704,0.494048124,71.27628471
Ashok Leyland 2518,224.7351738,2465.404361,17.0699261,182.7902969,2.689844398,1800.957075,82.92410352,84.29532201,116.8054845,233.6271421,73.12196523,48.78212677,0.480603552,71.6755198
Eicher Pro 6025,241.8582251,2784.18279,13.78771149,242.3067521,1.895882474,1429.179884,46.10431451,98.66198677,108.1512685,233.8652161,95.66685188,43.85844661,0.289055318,88.63794984
Ashok Leyland 2518,421.0406808,2152.856199,18.3733463,168.1566581,3.420106643,1854.716165,80.64548783,92.80360009,77.42208344,210.5682638,114.0949809,22.11939676,0.934296453,75.99786215
Volvo FH 520,410.9015842,1471.481299,9.852659426,275.4547467,0.401801595,1394.18013,22.90088145,92.17475714,103.6254459,246.2283256,62.82773773,39.78986462,0.129048759,71.60146679
Mahindra Blazo X 35,420.2069431,2163.561013,18.71852992,329.0678915,3.82153043,1237.214885,18.31510848,89.8678093,109.9573203,315.8622959,131.3901754,47.18855016,0.715262189,81.14148847
Ashok Leyland 2518,237.8230619,2781.738781,15.30693518,406.0925539,0.365462737,1761.96401,19.3231744,82.51814064,72.19712243,325.8862588,88.99903733,24.22379092,0.422445438,70.04099995
Ashok Leyland 2518,236.7358941,2267.732425,9.536000328,201.8389169,2.691259804,2081.410285,48.79106784,95.65225473,71.05769957,251.6017763,81.59652212,46.35662186,0.200373049,72.21519444
Tata 407,490.3764788,2890.084411,18.84794054,341.04676,4.942626701,2230.65868,33.77742488,87.07630927,81.93110053,334.4440748,123.6568788,43.98190207,0.340453079,76.1065978
Eicher Pro 6025,309.1683653,2473.372676,10.25595855,498.2563203,1.433290208,1997.388036,97.50811614,92.07172267,104.951644,225.4496761,65.56959392,30.58585891,0.508684802,85.70052998
Eicher Pro 6025,183.0166568,2460.697247,15.18418056,174.26326,1.608333157,1152.097514,82.99326893,80.06209832,89.73467838,215.2610941,115.1574352,27.72492519,0.553829579,81.180184
Eicher Pro 6025,400.6105037,2334.340798,15.14804527,267.3327631,1.801097662,1713.730764,82.24855184,99.46990189,63.58343079,371.3364209,97.83946553,48.11538233,0.71073608,72.72383339
Volvo FH 520,193.1330416,2857.813395,7.998145998,233.9397019,4.968634272,1857.03477,66.81309668,90.58236181,96.86477468,288.8304523,75.97888741,17.99276405,0.574605223,82.58040054
Volvo FH 520,171.7456082,2781.603992,17.09324951,268.0358995,2.579070184,2157.497329,28.05512422,87.57399067,63.57923025,315.4933195,95.80088179,36.45224636,0.251518003,87.29752719
Mahindra Blazo X 35,475.0338894,2945.74925,10.01974089,405.1312067,0.845192168,2160.10956,11.33490515,94.85490311,95.30156917,370.7164594,57.92579219,29.80009712,0.715749257,84.84964046
Volvo FH 520,315.0563661,1456.657738,19.16067727,281.3802023,1.564183196,1107.727036,38.48653995,83.26297599,95.94721411,350.9186703,105.6740455,31.5581308,0.481814662,72.10896056
Tata 407,438.1727415,2880.329417,15.60546156,407.4403058,1.785812468,1021.899326,29.97616385,82.60993473,81.55467706,345.1437959,57.994809,26.99888266,0.772396782,85.50917738
Mahindra Blazo X 35,228.8916825,1315.480137,19.56858317,317.3153667,4.316317874,2110.745541,54.12036238,94.31940885,70.30169979,342.0683096,77.04136582,35.25859888,0.49490998,81.1665147
Ashok Leyland 2518,223.3772529,1036.988288,18.34307858,320.8455849,2.039589106,2380.577153,84.13730118,80.93156534,109.2607311,289.2786098,52.95103511,16.7351385,0.734852507,84.67888823
Volvo FH 520,463.2665425,1603.813752,7.59645029,159.4860763,3.507869682,1210.690694,51.11093884,98.57040901,75.31512297,362.5130415,138.3754941,24.79591513,0.263331309,70.48193431
Tata 407,433.2259158,2395.201636,14.61159828,484.319132,0.882882756,1860.949589,40.76529738,89.15021364,114.587755,210.1754556,60.03257934,27.99602814,0.231145026,84.15981954
Tata 407,232.4355099,1698.415563,5.146901383,216.6016128,0.407349954,1142.879373,86.19018886,94.61773232,98.36006003,282.2727089,115.6257423,44.51891758,0.334285547,73.34859599
Eicher Pro 6025,318.0960049,1580.608527,6.972689992,316.8176594,2.295870985,2356.663559,71.60964694,81.03671545,67.33256286,275.4096407,79.56022917,21.7330772,0.469805948,77.41902666
Mahindra Blazo X 35,161.8833449,2571.417166,4.885924846,164.3563357,2.378619641,1496.655953,66.67701024,95.1416927,60.352843,295.5480467,64.71869849,14.98543716,0.769372988,76.14240163
Mahindra Blazo X 35,318.6553538,1591.596392,13.97622686,476.7030813,0.921956068,1714.29796,47.7592355,83.85462545,85.53073153,291.4728761,119.5941875,47.42999396,0.830831068,80.30724733
Eicher Pro 6025,308.0198975,2286.438016,16.87699383,459.4634538,2.466844104,1637.656476,95.62016772,93.74390755,70.62478487,394.0070556,88.86720027,20.85333496,0.598647215,75.11741356
Eicher Pro 6025,385.6016884,1014.730697,4.939539708,280.4373073,4.521927105,2280.600326,99.77295547,88.88352491,60.50642308,373.6802955,134.4664482,20.58561558,0.848730856,74.01276376
Volvo FH 520,158.9220032,2479.27936,8.567996324,475.0166254,4.969000237,2376.822552,69.3646214,81.50271808,67.69501561,352.2365231,137.0923513,29.82932693,0.366708893,88.33743667
Ashok Leyland 2518,236.0744776,1631.436054,19.90088432,250.3274942,4.933919843,1922.53858,18.73211053,92.68086594,92.82914208,381.4905952,57.94614902,46.30573409,0.463397923,73.79431556
Volvo FH 520,293.082875,2868.434305,9.822461067,113.0276365,2.924090901,2164.016839,44.40639582,90.65518639,108.2548194,399.0499056,88.42668306,13.73164101,0.110335581,78.18139786
Mahindra Blazo X 35,359.7862042,2267.500176,10.75830372,388.1676371,1.553524827,1048.595382,37.27963022,98.30081868,112.3799235,287.3320083,112.029741,13.99050933,0.887596507,88.35317778
Tata 407,458.9835115,2383.932033,13.5502405,137.6394034,1.733840375,1336.753065,20.1876139,89.94553472,60.39978986,233.9150958,125.2784151,45.52146942,0.526233418,79.28958378
Eicher Pro 6025,364.0818183,2732.646273,12.84783186,227.2167815,1.888406131,1066.747723,23.98590665,96.13585222,94.00276525,229.4765398,76.48104924,46.86148529,0.612266768,89.18716064
